"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SMAD9",138.18792219098,-1.06529335062243,0.247215991140064,-4.30916036503023,1.6387551191139e-05,0.000188221912349779
"BEND2",4.25336335434169,5.0672465007477,1.17593487910473,4.30912169609725,1.63904164314623e-05,0.000188221912349779
"FAM134B",216.135553663704,-1.42946514781928,0.33176350786677,-4.30868710368629,1.64226511506207e-05,0.00018848765949616
"LILRA1_1",6.73149016359141,5.13449536713861,1.19185994672862,4.30796871833104,1.64760679740123e-05,0.000188996091292378
"SGOL2",301.100651855718,-2.03900973729896,0.473343938570891,-4.30767053541468,1.64982884928513e-05,0.000189146307455653
"AICDA",320.584795901177,-4.64758802068855,1.07902362426737,-4.30721618708223,1.65322013455465e-05,0.000189430331393304
"BARX2",9.84446325477427,-5.13924643106857,1.19376551014604,-4.30507196546486,1.6693146035834e-05,0.000191168801674457
"BCL2L2",502.784022930331,0.834879703868615,0.193947753035581,4.30466293525686,1.67240168489286e-05,0.000191416577164324
"SLC5A6",506.776488524992,-0.691386368792879,0.160664394536615,-4.30329551726108,1.68276157028871e-05,0.000192496036583579
"FANCA",390.962842847334,-1.82338298376255,0.423793964061733,-4.30252230656344,1.68864663831741e-05,0.00019306270004988
"SSUH2",35.1212976839613,2.989471940416,0.694941480080446,4.30176068936041,1.69446263746402e-05,0.000193620846468325
"PCMTD1",1622.42124213194,0.613840610220505,0.142712896614753,4.30122732269629,1.69854698834117e-05,0.000193873799418149
"RBL1",442.912933720092,-1.22246204820625,0.284208809337442,-4.30128133978711,1.69813291620668e-05,0.000193873799418149
"FAM102A",2512.64332537676,-1.13903629930019,0.264828784092171,-4.30102907131032,1.70006752422821e-05,0.00019394055939572
"SULF1",373.250563231508,-2.0289551047238,0.471968659897598,-4.29891913832589,1.71633072430657e-05,0.000195580556643357
"BAIAP2",214.33697288177,1.5115399500693,0.351600692384784,4.29902438421568,1.71551599620633e-05,0.000195580556643357
"WNT6",15.8297114279109,3.02574803321347,0.703899835275044,4.2985491423381,1.71919785992828e-05,0.000195799633190074
"AC009299.3",49.6144332499855,-1.94607995514544,0.452959161359064,-4.29636956520848,1.73618047201248e-05,0.000197625199472129
"DNAJC5B",60.4146403699441,-2.4566520696553,0.571873156499993,-4.29579888779992,1.74065335570007e-05,0.000198025591421247
"HMGA1",2173.87994724444,-1.57874621721505,0.367523184561057,-4.29563707416333,1.74192362337751e-05,0.000198061398054684
"PHEX",97.2462017575834,-2.04793042381041,0.476899672525775,-4.29425839813242,1.75278237229277e-05,0.000199186803798709
"LOC102724092",6.85939122562756,4.17288473177675,0.971782903765684,4.29405036413659,1.75442648269353e-05,0.000199264395250802
"LOC100506603",66.1477780988545,1.50288955194993,0.350113336080381,4.29258013640728,1.76608777573157e-05,0.000200479011037042
"PPP3CB",1098.98495311381,-0.6181353398447,0.144023062735841,-4.29191914199499,1.77135456565521e-05,0.000200966816841276
"SNX21",220.564745563512,1.0436093402706,0.24329937681092,4.28940408294447,1.79153162831132e-05,0.000203144789888605
"CD53",6631.67070200907,-0.810204274013003,0.18895931496122,-4.28771809518509,1.80517985587349e-05,0.000204580470489588
"JAM2",197.312841489723,-1.3955556530772,0.325532504558318,-4.28699326038329,1.81107785775398e-05,0.000205136731341664
"ZNF500",290.128615603598,0.922719524849555,0.215259409264629,4.28654676699967,1.81472011999883e-05,0.00020543702155836
"PPM1L",61.5068942805725,1.24248519407591,0.289880649875072,4.28619569678546,1.81758886885958e-05,0.000205649465467912
"NEURL1",35.3770573913542,1.50126388351277,0.350287270193241,4.28580771058159,1.82076430002181e-05,0.000205896357942455
"MSRA",221.982847454677,1.00937857340493,0.23552876388355,4.28558515215572,1.82258819000497e-05,0.000205990229020846
"SLC30A3",9.82775875907116,-3.03340208299628,0.707837579094145,-4.28544933553582,1.82370207668834e-05,0.000206003796433765
"GNLY",468.482485663489,1.94754128686099,0.454756530673273,4.28260212993011,1.84720300113118e-05,0.000208544791979559
"ORC1",184.620461706182,-2.53614974353003,0.592220920518781,-4.2824386232563,1.84856131247951e-05,0.000208584533941618
"NFIA",612.244960375996,1.15809809514933,0.270479291624601,4.28165161256287,1.85511262831743e-05,0.00020920987246879
"KIAA1324",169.156064772407,-1.74328825926047,0.407432339929287,-4.27871842368485,1.87972473865687e-05,0.000211755078167824
"FAT4",331.064178642949,1.68096713459286,0.392857906098485,4.2788171206397,1.87889154892247e-05,0.000211755078167824
"LINC00469",4.94717848385071,5.28940109312365,1.23669262077658,4.27705397789321,1.89382894600058e-05,0.000213228062969581
"EMILIN1",1267.39915650589,2.1299556104087,0.498031908255135,4.27674527495847,1.89645589509578e-05,0.000213407914188628
"STRIP2",121.454024293096,-0.874257683238616,0.204460915463665,-4.27591591897172,1.90353060982346e-05,0.000214087805102663
"EPB41",2361.4706017513,-0.83151275285594,0.194491306163828,-4.27532093468241,1.9086215250493e-05,0.00021454396405218
"COL14A1",1426.97474564686,1.17446516173391,0.274734791116747,4.2749051074308,1.91218719941855e-05,0.000214828272463674
"IMPDH2",1493.43639682744,-0.760683063750581,0.177983235683159,-4.27390288096981,1.92080727685882e-05,0.000215679811672425
"SCARF1_1",9.09146715157085,5.58662671545033,1.30738300307159,4.2731370243647,1.92741928766925e-05,0.00021630507306339
"ARL6IP1",3201.54649134656,-0.933956315152161,0.218581386956172,-4.27280807463916,1.93026591993927e-05,0.000216507315955093
"GPSM2",113.671269179586,-2.3578398152104,0.551956765497955,-4.27178352109381,1.93915777883124e-05,0.000217387033205051
"EPN2",558.293349616002,1.3166691443573,0.308293767358991,4.27082634733938,1.94750010010339e-05,0.000218204227432125
"GFOD1",215.738112682597,1.32609357707733,0.310541651165081,4.27025995418694,1.95245262791462e-05,0.000218640940418229
"CBLN1",14.5172543562287,-3.6277682504524,0.84967190279922,-4.26961070326184,1.95814441660564e-05,0.000219159921530247
"GNG11",686.241075435928,1.86945852197775,0.437901870821281,4.26912659329727,1.96239874433696e-05,0.000219399143325872
"CD226",362.669030642723,0.884340263011831,0.207142913566686,4.26922769302041,1.96150955982194e-05,0.000219399143325872
"FSCN1",1237.23742590222,1.4932299165618,0.349804563094117,4.2687548251337,1.96567179340418e-05,0.000219646603416075
"LRRC1",89.1434124864213,-0.878406075761345,0.205790601321467,-4.2684460326212,1.96839435625655e-05,0.000219832317976755
"GLMN",144.484092955546,-1.11076451801674,0.260310389818089,-4.26707715659358,1.98050677086615e-05,0.000221065936168625
"PTGFR",62.864590494614,-1.23326110527813,0.28918955896311,-4.26454229433451,2.00312399417796e-05,0.000223349941642392
"PPP1R2",1233.2740784291,-0.63265985175174,0.1483499764645,-4.26464409924012,2.00221092208122e-05,0.000223349941642392
"LENG8_1",19.3692885243032,1.97927978456688,0.46421151476147,4.26374555914216,2.01028349271583e-05,0.000224027721704375
"ZNF22",824.012257760382,-0.556654152204998,0.130586334375922,-4.2627289820583,2.01945388462007e-05,0.000224928748631945
"HMCES",1442.17751476041,-1.70541170082472,0.400211287861315,-4.26127836108334,2.03260872383965e-05,0.000226272361051279
"MTHFD2",1086.67876322368,-1.67644010613025,0.393677812262921,-4.25840637676229,2.05889415120421e-05,0.00022907545875556
"TCIRG1",2796.51094473529,0.904490167673459,0.212408280817456,4.25826226827181,2.06022157447008e-05,0.000229100175942145
"CCL5_1",31.7277271906609,4.13921649165251,0.972318407968405,4.25705865252632,2.07134028136748e-05,0.00023008971785737
"C2_3",13.1873749761465,4.76670675787457,1.11969785316175,4.25713664129532,2.07061811267465e-05,0.00023008971785737
"DIAPH3",90.8633851279425,-2.72708338848688,0.640742041461961,-4.25613306450843,2.07992947212114e-05,0.000230920075512196
"SELENBP1",794.12184643109,1.82241070667362,0.428231559230672,4.25566651357417,2.08427177436993e-05,0.000231154549701123
"SNHG1",1050.8916548661,-0.942452232242631,0.221452855084961,-4.25576916531989,2.08331562981926e-05,0.000231154549701123
"IRGQ",332.96661030824,0.676009556824589,0.158886090562053,4.25468053517606,2.09347692437634e-05,0.000232051281756539
"SS18L2",307.231369707804,-0.963680598187429,0.226597138708317,-4.2528365701383,2.11079626421732e-05,0.000233845991259736
"AADAT",34.2951457546819,1.40173068937329,0.329623194493684,4.25252443635348,2.11374142987133e-05,0.000234047181401565
"DUSP7",641.56852908965,0.976785948017697,0.229794035048295,4.25070192884862,2.13101612033235e-05,0.000235833967657495
"A2MP1",12.4700169273923,2.09061471911067,0.491977184843588,4.24941396372949,2.1433050958882e-05,0.000237067385419267
"RBM34",571.246558007864,-0.766447585389642,0.180430688379865,-4.24787818675292,2.15804672609797e-05,0.000238570626872314
"DTNBP1",447.756396100597,-0.730296627635243,0.171947768067457,-4.24720039022978,2.16458341847935e-05,0.000239165698817911
"ASL",360.533194633635,0.942216422911214,0.221915477217882,4.24583465165939,2.17781194063388e-05,0.000240499125761636
"CHRM3-AS2",168.930453496704,-2.3076518093726,0.543906097053271,-4.24273936599499,2.20807824414048e-05,0.000243581936373305
"PCP4",7.88443488301413,4.01710420883813,0.946804276321339,4.24280319523478,2.20745008632426e-05,0.000243581936373305
"MTFR2",82.0775510551303,-2.20119552949581,0.518878283339871,-4.24221941864157,2.21320150381026e-05,0.0002439657188252
"FAM171A1",544.740812048526,1.1192257934977,0.263849550533683,4.24190903957904,2.21626518982946e-05,0.0002439657188252
"LRMP",3752.18562484109,-2.20233006880737,0.51917791384953,-4.24195638924204,2.21579755054471e-05,0.0002439657188252
"EMP2",494.27923907496,1.38442618634757,0.326353649359325,4.24210419912686,2.21433834049655e-05,0.0002439657188252
"ZBTB24",549.900775767452,-0.767366624326079,0.180947664005367,-4.24082083924177,2.22703850157275e-05,0.000245021518368365
"CDKN2AIP",594.779676244787,-0.63040214601676,0.14866579254406,-4.24039811195926,2.23123697859782e-05,0.000245095117410951
"RNASET2",2277.6634906612,1.2202835733462,0.287775830444505,4.24039632328165,2.23125475952559e-05,0.000245095117410951
"PHTF2",1009.33619090333,-0.720913255123266,0.170008177972173,-4.24046221612508,2.2305998194408e-05,0.000245095117410951
"UTP23",478.390076333149,-0.581639606607151,0.137223433502766,-4.2386317829267,2.24886158865439e-05,0.000246898321025573
"ZNF768",303.802531764811,1.03692017793532,0.244883410811758,4.23434227127948,2.2922160161391e-05,0.000251524899854586
"TNIP3",39.6377678997626,-1.98587051073424,0.469229626740907,-4.23219336026874,2.31423313707691e-05,0.000253806478652541
"UGT8",131.723120778415,-1.72783556362894,0.408280903746597,-4.23197741499401,2.31645674378296e-05,0.000253856047337326
"CRIP2",600.364385645306,1.42296743514221,0.336246963212576,4.23191163288695,2.31713451158926e-05,0.000253856047337326
"MCM10",161.104026646486,-2.70112399759118,0.638510992550263,-4.23034846558033,2.33329580639715e-05,0.000255491576730059
"KCNK3",25.3808290036906,2.54652530478701,0.60208587015939,4.22950517691582,2.34205889306283e-05,0.000256315716660012
"TRIM16",168.496827778203,-1.0637168110572,0.251520617091783,-4.22914361198881,2.34582570174091e-05,0.000256592480979871
"POR",835.28348802234,1.11274923759483,0.263132154586355,4.22886073860519,2.34877671497376e-05,0.00025677976660325
"ACY3",62.8464690813466,-2.12754141139649,0.503122129363472,-4.22867786413642,2.35068639157543e-05,0.000256853070767398
"ZWINT",478.87629371138,-2.3311867371368,0.551325049609403,-4.22833451661297,2.35427580837297e-05,0.000257109741601448
"TPPP3",115.640151129766,1.8904716580268,0.447120627717512,4.2281020843914,2.35670865624609e-05,0.000257239900087777
"MCM4",1380.79473725743,-2.06728701075187,0.488972775725287,-4.22781617583002,2.3597045174341e-05,0.000257431343354601
"RND3",802.091052248026,1.60403649517286,0.379558081869091,4.22606333996095,2.37815077275277e-05,0.000259307255221564
"RP11-280O1.2",4.15750668327893,5.02831802399448,1.19012373569972,4.22503801341139,2.38900448036266e-05,0.000260353758511868
"FLJ41200",25.8037534157351,-8.00111851370739,1.89449055254601,-4.22336152743262,2.40685270705219e-05,0.00026216102423425
"MDH1",1613.91801861038,-0.949756803446255,0.224934826445555,-4.22236439974377,2.41752843299575e-05,0.000263185553356807
"LOC100128276",5.58082250006945,4.28341982124769,1.01458203244421,4.22185657174371,2.42298278239292e-05,0.000263640877235908
"TRBV20-1",33.4849734197965,-3.66063549274455,0.867113550583994,-4.22163336079703,2.42538389174768e-05,0.000263763679476106
"FGF20",6.25103349437115,4.01858954485107,0.952045914542975,4.22100392792523,2.43216698190032e-05,0.000264362649191556
"CKAP2L",203.007917155547,-2.73048394316242,0.646945545720411,-4.22057769966076,2.4367704798971e-05,0.00026472420601314
"CRTAM",235.510603719633,-1.50076348381013,0.355747144192679,-4.21862412196142,2.45797646102448e-05,0.000266888088444816
"TNFRSF14",15.9727962807167,3.26490571214485,0.774014658330238,4.21814454933987,2.46320897124272e-05,0.000267316207099053
"TRIQK",312.308619462663,1.15427713160153,0.273729245010081,4.21685717782556,2.47730764958329e-05,0.000268705562326334
"EID3",86.6474101458939,-1.07410365855953,0.254766269991947,-4.2160355787816,2.48634550369927e-05,0.000269544820087231
"ITGA8",612.042316585575,2.37688542309136,0.563801984350768,4.21581599402919,2.48876631328212e-05,0.000269666221336705
"ZBTB47",272.459571158526,1.24272369997347,0.294820098396119,4.21519328815821,2.49564352781011e-05,0.000270270109950093
"DNA2",214.901180564553,-2.1203500372923,0.5032300066484,-4.21348093173974,2.51464825915453e-05,0.000272186052823786
"PYGL",588.276645255058,2.00956346070818,0.47696169200442,4.21325966926828,2.51711397920225e-05,0.000272310744054824
"GNB2L1",14604.9112348049,-0.537261931303994,0.127544407990534,-4.21235191545103,2.52725396200067e-05,0.000273122628385558
"LOC102724424",33.3758195905026,-2.58675596356915,0.614083516734631,-4.21238462371396,2.52688792346046e-05,0.000273122628385558
"MLLT4-AS1",9.73887298536515,2.59365508447297,0.615984388455945,4.21058574386008,2.54709427141309e-05,0.000275123345793906
"DCK",2321.74676671497,-1.47954847317496,0.351460129364824,-4.20971925278943,2.55688209508816e-05,0.00027603672951556
"SLC1A2",147.847574531441,-1.86241309865465,0.442626271531329,-4.20764247050083,2.58048711830348e-05,0.000278313637664417
"NFE2L1",4347.79140807159,0.86446892257403,0.205452817287639,4.20762749319593,2.58065810300564e-05,0.000278313637664417
"LOC101928419",8.36644017460623,2.56557424909518,0.609862714974075,4.20680619769359,2.590050734374e-05,0.00027918133968853
"LOC100506014",36.0891211435755,1.20549723633683,0.286621312417747,4.20588834154747,2.6005861386151e-05,0.000280171255099863
"PHLDB1",973.475787557195,1.43019586378979,0.340203020667066,4.20394816302771,2.62299032791834e-05,0.000282438148140735
"SPON1",263.550318808416,1.79217744993649,0.426562570463116,4.20144094684805,2.65221434171119e-05,0.000285310023028368
"SLC13A5",23.2088501111169,1.9816253605977,0.471655660509819,4.20142389143753,2.652414195174e-05,0.000285310023028368
"IRF8",6042.06270510589,-0.782652005429205,0.186418620346134,-4.19835746008639,2.68858000694299e-05,0.000289050240580468
"MTERF",257.466568108949,-0.744675385001161,0.177412891533413,-4.19741417077863,2.69979924311672e-05,0.000290105954957612
"SLC12A4",918.771474506887,0.919341314276118,0.219092272573619,4.1961375610233,2.71505381633995e-05,0.000291567693228685
"CLK2_1",13.5367350254662,3.77890419527532,0.900588092237328,4.19604059597035,2.71621582219505e-05,0.000291567693228685
"TBC1D9",1811.53856991113,1.07787056784932,0.256921159090801,4.1953359219759,2.72467468268161e-05,0.000292204696309069
"FUT11",267.544490139732,0.720434732293015,0.171723780119817,4.19531139944827,2.72496950002619e-05,0.000292204696309069
"RCL1",292.406277760532,-0.832817077760225,0.198555552739191,-4.19437817915955,2.73621152867957e-05,0.000293258493104809
"C1orf21",715.581019492212,1.38504772615029,0.330247430298037,4.19396973021207,2.74114576690085e-05,0.000293487645319446
"EIF3H",3408.81468934164,-0.684462506256945,0.163201699418234,-4.19396678280221,2.74118140360116e-05,0.000293487645319446
"IRS2",438.901305704572,1.31765635805815,0.314198052631874,4.19371268224238,2.74425535280476e-05,0.000293665074615059
"NOXA1",108.004164811678,1.82221767265899,0.434669391742077,4.19219228976732,2.76271669515606e-05,0.000295488089046413
"ACAT2",276.439252771799,-1.38032742367086,0.329298089075886,-4.19172618810056,2.76839993594957e-05,0.000295943238124614
"CD6",1535.91909814055,-1.09573694371938,0.261472416532506,-4.1906406734997,2.78167888245426e-05,0.000297209483894392
"BTN2A2",802.109572501152,-0.687790008285694,0.164165412209151,-4.18961582120252,2.79427131414709e-05,0.000298401111796192
"SARDH",96.0213454110209,-1.23215456328731,0.294145864069292,-4.18892363890948,2.80280684949687e-05,0.000299158498333528
"ADH1B",1942.85110606024,1.28137533103241,0.305943783255754,4.1882705292993,2.81088329071665e-05,0.000299866128924214
"SLC25A19",171.306224816094,-1.19197825148089,0.28464409214137,-4.18760931419188,2.81908250191837e-05,0.000300586121912366
"GHR",154.853050222586,1.4905263536393,0.35614974966791,4.18511133316571,2.85026368620463e-05,0.000303598487603544
"LOC100130520",32.0742488025071,2.92224669386957,0.698245570660618,4.18512743461415,2.85006165317091e-05,0.000303598487603544
"CENPH",203.199649068717,-1.82342037282081,0.435730172441677,-4.18474663483368,2.85484338920319e-05,0.000303930116956363
"ZSWIM8",1390.56959704322,0.741484119042557,0.177209262456416,4.18422890973276,2.86135674279165e-05,0.000304467158955777
"GAB2",435.138678878865,1.00727770811081,0.24082057234244,4.18268961955,2.88080566046408e-05,0.000306222255026151
"LOC113230",11.6958237671101,2.05229443783563,0.490663392200157,4.18269320772649,2.88076017810616e-05,0.000306222255026151
"PGLYRP1",22.3552093120524,3.49516605419408,0.835920257047977,4.18121947006899,2.89949826139069e-05,0.000308051255572046
"NINL",241.000117795353,1.03569101083366,0.247891875149207,4.17799498353981,2.94090139974928e-05,0.000312289980604524
"DPEP3",25.7135173840057,2.01749454552778,0.482987502295455,4.17711542418675,2.9522923211514e-05,0.000313339043690867
"TRIM59",348.86014765865,-1.26286964516699,0.302425164019615,-4.17580874680483,2.96929218052471e-05,0.00031498202823908
"ZNF721",615.916113706346,-0.746618192791755,0.178814604120668,-4.17537592336653,2.97494369279789e-05,0.000315420116953016
"PADI2",151.560293439678,1.70129876465616,0.407534355704736,4.17461433825416,2.98491277969494e-05,0.000316315297022069
"FUCA1",3248.20423350797,-1.47632397553275,0.353693406727332,-4.17402175854205,2.99269155483078e-05,0.000316977570508597
"MRGPRE",3.74364308366676,5.49577749804192,1.31678835561974,4.1736224918661,2.99794357570208e-05,0.000317371677411403
"LOC729732",13.0744958862803,2.20509527575836,0.528460346151185,4.17267878624806,3.0103920813391e-05,0.000318526835436431
"PLK4",275.725000876043,-2.19478062101963,0.526026590430036,-4.17237580941555,3.01439908286611e-05,0.000318625518560167
"MSC",192.076416845885,-1.50690711374257,0.361161689176235,-4.17238915118499,3.01422252547167e-05,0.000318625518560167
"TGFB1I1",312.594898260904,1.45929572073757,0.349766273084717,4.17220250502572,3.01669338788899e-05,0.000318705507360667
"RRM1",1150.36467449264,-1.56655207471192,0.375561821113078,-4.17122291629383,3.02969299118496e-05,0.000319915824357014
"H2AFZ",2489.26164816218,-1.43094874950463,0.343067476753531,-4.17104169432145,3.03210372008086e-05,0.000320007362066375
"ADAM8",869.459550264193,1.24562489569409,0.298659758675489,4.17071553669717,3.03644706803165e-05,0.000320302670871044
"LOC101927663",75.1292010639642,1.02106628577601,0.244865504691484,4.16990660674106,3.04724488947188e-05,0.000321278189567513
"LOC102723994",10.3875382325726,-4.61078436798351,1.10607123180519,-4.16861431289407,3.0645705327885e-05,0.000322940610084596
"GCG",28.4590230632274,-4.17952048902359,1.00277529174408,-4.16795320290986,3.07347011741966e-05,0.000323713864806274
"TSPAN18",571.474352101395,1.15577929980086,0.277344444441219,4.16730647743629,3.08219982413314e-05,0.000324423742060346
"ARRB1",1257.29232918866,1.14262829708322,0.274194238940957,4.16722211778222,3.08334027334466e-05,0.000324423742060346
"TNFRSF9",390.300136094867,-1.5661707269486,0.375899748602108,-4.16645856447858,3.09368092565988e-05,0.000325346617083095
"PEG10",331.235483943204,-1.43411239411833,0.344220312896686,-4.16626311808847,3.09633311019147e-05,0.000325460409270024
"ABCD1",279.868982085603,1.15377131245075,0.276968164512092,4.16571815928099,3.10373955279937e-05,0.000326073560316398
"RCAN3",519.337131500003,-1.03070593716449,0.247482844248972,-4.16475711798263,3.11684194142969e-05,0.000327284193322972
"LRP3",135.819910289732,1.92422823533874,0.462140822438082,4.16372703278457,3.13094399343332e-05,0.000328598516941195
"SVIL",760.361238965102,-0.873865696796735,0.209889102850697,-4.16346387176828,3.1345564260826e-05,0.000328811161942511
"PSAT1",205.816427095404,-1.4470279575845,0.347763071117196,-4.16095922127639,3.16913675876251e-05,0.000332270443781636
"DACT3",95.0558572888829,2.61741054268556,0.629349566116205,4.15891371600989,3.19764650711925e-05,0.000335090074820868
"ODF3L2",5.26684928385449,4.76996228018436,1.1478506762938,4.15555993361931,3.24491866601112e-05,0.000339872026827077
"SLC6A1",26.4063824359668,1.8854710343924,0.453767637208251,4.15514655472683,3.25079106504778e-05,0.000340315137355102
"RAB44",14.9406332266635,2.47863685668918,0.596821049196469,4.15306541219733,3.28050915117803e-05,0.000343252870699738
"AURKA",326.432576894023,-2.44599211572302,0.588983724416445,-4.15290272773915,3.28284307989865e-05,0.000343323770737332
"NBPF1",104.85412782474,1.18000622865309,0.284164307055293,4.15254906881559,3.28792223881791e-05,0.000343681554040432
"GALE",243.585853755487,0.994353319648264,0.239535993762731,4.15116452449817,3.30787862201948e-05,0.000345593286679535
"GLT8D2",94.4138404313043,-2.25936251956388,0.544352302229166,-4.15055196847999,3.31674447711505e-05,0.000345996374039461
"MESDC1",491.784506240767,1.62112116190335,0.390579608885615,4.15055247386997,3.31673715303659e-05,0.000345996374039461
"KCNK6",344.131001615593,1.25932600308122,0.30340745792438,4.1506099147869,3.31590482313629e-05,0.000345996374039461
"LGALSL",155.431490946545,1.03002984843157,0.248278640992816,4.1486848981962,3.34390706024807e-05,0.000348654454450815
"NREP",500.343885854254,1.11335949975958,0.268419752980092,4.14782998418955,3.35641495862081e-05,0.000349782650891363
"HGF",160.303121307268,1.47755715117298,0.356402036016867,4.1457595688456,3.38689075423642e-05,0.00035278126408951
"SIGLEC17P",52.6287088365771,1.88083262661695,0.453698686609641,4.1455544883144,3.38992373382691e-05,0.000352919835031462
"EHBP1L1",3301.22209950558,0.971507892706322,0.234379769297984,4.14501599526354,3.39789990706919e-05,0.000353555573868671
"COL4A5",210.392287440536,1.90460614561614,0.459510173131652,4.14486176146194,3.40018770405597e-05,0.000353555573868671
"LOC102725013",4.1267054150064,5.63838561761438,1.36035262620872,4.14479709818216,3.40114730940819e-05,0.000353555573868671
"SOX6",36.6913716933388,2.27499556415677,0.548923607835103,4.14446661007915,3.40605578275203e-05,0.00035388834217987
"SLA2",300.984904902375,-0.791685016949387,0.191034799835562,-4.1441926687224,3.41012951201571e-05,0.000354134090806922
"SEC14L2",68.1184181323121,-1.99480949847851,0.481447494768969,-4.14335835195435,3.42256500486325e-05,0.000355247508366577
"L1CAM",118.385797130145,-0.950123095788277,0.229326743533779,-4.14309766557308,3.42645935879077e-05,0.000355473721666742
"ZNF503",199.565562140748,2.45523569760378,0.592831423453249,4.14154108650653,3.44980058924973e-05,0.000357524433537757
"LOC101928841",22.6235995869609,2.75593563351507,0.665448231444068,4.14147262445119,3.45083065122915e-05,0.000357524433537757
"STAT5A",1684.90108855498,-0.689865379210733,0.166576422081405,-4.1414347276207,3.4514009625099e-05,0.000357524433537757
"KLHL4",56.9444676055864,1.41321052553991,0.341361577681941,4.13992264488725,3.47422955149123e-05,0.000359709441275276
"TWF1",597.572068610711,-0.813671457589889,0.196549123986435,-4.13978674179207,3.47628834986951e-05,0.000359742910215154
"STK39",759.16954634056,-1.49273878254402,0.36069381884187,-4.13852055279728,3.49552563499642e-05,0.000361553170470089
"FGD4",366.028000935071,1.42984052600406,0.345628290669729,4.13693139306806,3.51981292332599e-05,0.000363883702118211
"STRN4",1177.40572628601,0.780517060929378,0.188701454555012,4.13625354807128,3.53022117739136e-05,0.000364777789456471
"DONSON",271.129362232063,-1.44991387484274,0.350695368916397,-4.13439698198122,3.55887845687849e-05,0.000367555718256987
"ASPM",595.05512430971,-2.6095439640596,0.631203734178261,-4.13423404007084,3.56140408612442e-05,0.000367563526136435
"SCD5",133.919275918488,0.80571403243068,0.194891678838097,4.13416333234018,3.56250059826369e-05,0.000367563526136435
"YRDC",202.194754143483,-0.687047834295191,0.166200085792518,-4.13385968496365,3.56721310697272e-05,0.00036786663324045
"LOC101930421",3.06244663639669,5.20717231442252,1.25975703259492,4.13347350297896,3.5732150778782e-05,0.000368302347758625
"BUB1",666.760984628688,-2.58189385772206,0.624709863190807,-4.13294876526299,3.58138582561868e-05,0.000368827360116411
"C11orf70",8.63423390797592,-3.90161978040924,0.944035158782529,-4.13291787293277,3.58186740599351e-05,0.000368827360116411
"MYOM2_1",10.0383451259291,2.7866929794223,0.67443832909012,4.13187219531518,3.59820478378879e-05,0.00037032566414287
"UBA2",1711.48740938812,-0.958570691755004,0.232035585884518,-4.13113655864871,3.60974053857959e-05,0.000371328545328426
"DVL1",440.432701328213,1.23080731134208,0.297952463672003,4.13088482697358,3.61369608180248e-05,0.000371529046377604
"LAMA2",303.420294173133,1.92042789518413,0.464906343374071,4.13078445272777,3.61527444299318e-05,0.000371529046377604
"SYNE1",3893.95412327284,0.805674812651486,0.195064908218518,4.13029088629792,3.62304518562157e-05,0.000372143115002794
"MOB3B",564.743086394317,1.10112430337564,0.266712403360215,4.12850804650614,3.65124664544284e-05,0.000374854088493012
"MSX2",12.5288035116368,2.52692351134187,0.612293919403212,4.12697796150712,3.67561603484577e-05,0.000377169154308332
"KCNMA1",656.671249024717,1.20624374387145,0.292338258249784,4.12619186791759,3.68819597599151e-05,0.000378272766899317
"AMPD3",731.446478893686,-0.815503036696348,0.197672263985311,-4.12553091796909,3.69880485321151e-05,0.000379173229462751
"TNN",17.4556004107947,1.9977578786046,0.484304803611576,4.12500116395055,3.70732882026551e-05,0.000379741145318483
"CDCA3",177.170911286454,-2.33688039834926,0.566537712216886,-4.12484526264801,3.70984088802551e-05,0.000379741145318483
"TXNL4B",240.802248087744,-0.854137212829871,0.207067892286022,-4.12491383091907,3.70873583523788e-05,0.000379741145318483
"SSH3",263.372749227172,1.05467055450477,0.255737024741534,4.12404326503247,3.72278918995487e-05,0.000380878451773862
"LIFR-AS1",49.7353184870447,1.59465317050705,0.386715188512309,4.12358556859811,3.73019794531916e-05,0.000381448164827703
"ZNF708",343.92328200973,-0.887011090741546,0.215114534890801,-4.12343634144397,3.73261651716483e-05,0.000381507274002922
"ADA",544.888582159431,-1.06398571627689,0.258177929107009,-4.12113351422804,3.77012843627492e-05,0.000385151415609199
"STIL",225.605680312891,-2.01560016248808,0.489142101028516,-4.12068427201397,3.77748796655162e-05,0.000385713155520601
"POSTN",339.263983914697,-3.89703590192704,0.945986012696271,-4.11954917897741,3.796143982634e-05,0.000387427240138048
"STMN1",2292.34877070403,-1.88174661590711,0.456886655499999,-4.1186289712222,3.8113323747242e-05,0.000388785912713008
"CDC20",423.076505074468,-2.50904780904325,0.609284304109242,-4.11802469244865,3.82133759281864e-05,0.000389614784180742
"FGL2",5788.2141899096,1.27861532413458,0.310507253683668,4.11782755142068,3.82460710383335e-05,0.000389756421082879
"EED",607.33522647058,-1.04416098528169,0.253608895247702,-4.11720962808443,3.83487234780051e-05,0.000390610486610364
"PNOC",226.433436266164,-1.04014140262388,0.252731248143143,-4.11560268176558,3.86169030461057e-05,0.000393148902917327
"TRAV38-2DV8",27.0832678681068,-1.69448404316733,0.411733776850498,-4.11548466129998,3.86366692207635e-05,0.000393157034662732
"GSTA4",175.120864216529,0.83686418598759,0.203433012762638,4.11370885493412,3.89352446717075e-05,0.000396000859448063
